scorer,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon
bodyparts,snout,snout,tailbase,tailbase,leftear,leftear,rightear,rightear,leftflank,leftflank,rightflank,rightflank,leftfrontpaw,leftfrontpaw,rightfrontpaw,rightfrontpaw,leftbackpaw,leftbackpaw,rightbackpaw,rightbackpaw
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/5102_60minHabD3.00/img39860.png,369.3584981522542,451.4338179998862,336.3463883108761,357.74230625959393,386.6505556882142,415.90649978964115,350.4944353857524,415.5920987435328,371.2449044289044,388.23920773210517,328.48636215816697,398.3000412075728,,,331.0015705270339,456.46423473762,371.5593054750127,461.18025042924546,,
labeled-data/5102_60minHabD3.00/img44190.png,,,,,228.32102746034448,100.44969496844611,212.609958041958,111.87592727272718,233.67707385297626,80.810858195463,187.25800511683434,95.80778809483192,,,,,,,194.39940030701,121.15974101995558
labeled-data/5102_60minHabD3.00/img44323.png,,,,,237.17959738251042,98.73545504818554,223.49914717430102,118.23737343010109,,,,,,,,,,,196.5031924498266,121.13521773835915
labeled-data/5102_60minHabD3.00/img44917.png,,,,,151.81087209994047,99.3497515288518,157.11651397977388,74.14795259964299,179.0022867340868,126.87276878048772,189.28196787626408,72.82154212968464,,,,,,,,
labeled-data/5102_60minHabD3.00/img45926.png,115.14509696609159,46.953253520523475,195.68584604402133,130.4286857632361,130.4706646044021,73.36540200356927,,,143.83977679952403,124.55931943367038,183.6210374776918,88.0388178274836,,,,,145.47015633551453,137.92843162879234,,
labeled-data/5102_60minHabD3.00/img46671.png,202.59607614515167,161.22037844140385,308.30362165377744,165.07065327781075,244.59907436049969,162.27045339678756,235.84844973230219,131.46825470553236,265.2505484830458,180.82177760856626,270.8509482450921,137.06865446757874,,,,,261.7502986317668,188.17230229625216,,
labeled-data/5102_60minHabD3.00/img50439.png,108.59515574063053,168.40272270315285,228.1121080309339,129.76733329208798,152.28564283164778,161.1811545889351,134.95387935752524,131.5727253206424,190.9210322427126,163.7087034289113,178.64436644854248,122.54576517787024,,,,,191.2821106484235,172.0135067602617,,
labeled-data/5102_60minHabD3.00/img54309.png,205.3153058161351,317.2815864915572,163.41912070043776,229.53674596622892,212.0345053158224,273.80441325828644,185.55295434646655,276.57114246404,211.63925828642903,251.67057961225768,163.41912070043776,269.061448905566,,,,,,,167.33264470171906,282.7349832547782
labeled-data/5102_60minHabD3.00/img58221.png,,,170.58273837001775,304.58753844616297,,,131.82944580606778,230.98152648185592,106.65712266508027,288.3414103604996,158.65241308744788,260.69312100892313,,,,,,,,
labeled-data/5102_60minHabD3.00/img58633.png,282.1925472932778,418.86891330398566,266.31430862581794,360.6487048566329,317.2060992266508,404.61921193575245,293.59230838786436,384.2624956954193,333.4914722189173,378.1554808233194,283.00681594289114,390.7766448923259,,,,,,,,
labeled-data/5102_60minHabD3.00/img59317.png,,,130.99044038887936,157.4399149923247,139.43884564216268,62.971383523793236,160.5598587753709,70.26773351526518,112.17353777929382,97.53304137813402,160.55985877537094,109.43761241685141,,,,,,,,
labeled-data/5102_60minHabD3.00/img64559.png,,,153.25097489589524,280.37591545984526,95.91688233194523,282.72292509696604,,,114.69295942891132,348.7744820273646,129.78087852468764,292.1109636454491,,,,,,,139.8394912552052,272.6643123664485
labeled-data/5102_60minHabD3.00/img64762.png,,,210.25089919836256,295.6461234180453,204.8948528057308,353.8484942179771,173.4727139689578,356.3479825345386,223.46248030018756,332.42430864745006,168.83080709534363,327.78240177383583,,,,,,,165.2601095002558,340.27984335664325
labeled-data/5102_60minHabD3.00/img65478.png,96.03531183819152,246.692395307555,199.40690113027955,307.6630632433075,102.8442189173111,278.26096449256386,,,143.69766139202852,322.8283562831647,167.528836168947,270.8330658607971,,,,,,,,
