scorer,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon
bodyparts,snout,snout,tailbase,tailbase,leftear,leftear,rightear,rightear,leftflank,leftflank,rightflank,rightflank,leftfrontpaw,leftfrontpaw,rightfrontpaw,rightfrontpaw,leftbackpaw,leftbackpaw,rightbackpaw,rightbackpaw
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/5389_60minHabD3.00/img43494.png,60.08398124238958,522.973461149254,170.72941987624384,438.51410965874527,104.7109748247108,502.3196459376012,83.68834148427848,478.3464675669328,141.96160583144174,487.93573891520015,115.4067005593167,451.79156229480776,,,,,144.91215086167784,494.5744652332314,,
labeled-data/5389_60minHabD3.00/img44532.png,523.7045249241958,439.4483926398368,414.9439303186346,503.6349730627909,475.92118172044104,448.719787589819,490.898050485797,481.52626202821784,450.9242826849237,478.7180896472069,474.933890172641,515.1771232396665,513.7199457472918,475.82078821284415,519.0688274492046,484.73559104936555,,,445.2542599628074,537.867815955033
labeled-data/5389_60minHabD3.00/img45023.png,476.0133731100766,344.17954792485716,388.4279988673014,410.7107456669653,434.32610363875574,336.1789608546037,440.64235658895586,365.65480795553765,395.0445785297244,360.25123394094896,431.40945679870276,387.40981391398344,,,,,,,439.37910599891586,395.97282211649826
labeled-data/5389_60minHabD3.00/img46870.png,,,381.55693847430166,399.88554850648114,471.6993494187666,368.6480793673101,473.48434765529066,404.64554380387864,429.4543911543639,377.57307054993043,432.13188850915,420.71052793259514,,,467.23685382745646,420.11552852042047,,,412.4969079073853,434.0980147065256
labeled-data/5389_60minHabD3.00/img49246.png,,,436.7075533121616,470.0623907595764,487.36834819637556,519.9437887994178,458.14096653240597,517.2158998441139,499.44899928414964,486.4297244913993,452.6851886217983,502.7970582232223,506.8532693056886,535.9214241090544,,,,,447.22941071119067,518.3849951106727
labeled-data/5389_60minHabD3.00/img49750.png,496.999428234205,255.99932127173275,436.70078982142485,371.1905132740783,463.73121393749875,280.1187766368448,491.1774907322814,295.08947307036266,435.4532317852984,321.7040445077277,475.3750889413459,335.427182905119,,,,,,,,
labeled-data/5389_60minHabD3.00/img49778.png,,,461.7030925771587,282.87030904004496,493.3157424359865,201.63780370660143,,,460.10245207797755,229.6490124422716,504.12006580545926,242.45413643572084,,,,,,,,
labeled-data/5389_60minHabD3.00/img49842.png,,,466.1437714836125,284.8780143877434,,,516.964107332614,208.44743055184338,466.1437714836125,230.05607729078892,502.958502964779,244.06168165862402,,,,,,,,
labeled-data/5389_60minHabD3.00/img52630.png,,,274.536676029553,196.30087073763235,329.0944551356296,215.7073290773777,329.82677431826147,243.16929842607394,315.18039066562346,201.06094542473969,292.4784960040346,241.70466006081014,,,,,,,,
labeled-data/5389_60minHabD3.00/img57583.png,453.534569025774,369.45313832179704,386.11935741320303,469.1714721653915,,,,,380.0332619204016,424.69615894876483,427.78570347930594,434.05938278384417,,,,,,,,
labeled-data/5389_60minHabD3.00/img59772.png,,,,,313.6757729038393,285.73796634220537,295.15855928586126,269.0724740860252,350.09295968586275,272.46729658265446,316.1447347195697,248.394918879283,,,,,,,318.6136965353001,301.1689776905204
labeled-data/5389_60minHabD3.00/img60318.png,,,296.4446974657842,250.8301940126123,293.8711186239635,273.02731152331563,276.17776408644636,295.22442903401895,281.00322441486014,249.2217072364744,244.0080285636879,276.88767978604665,,,,,,,,
labeled-data/5389_60minHabD3.00/img62020.png,,,282.0501275347518,513.2444231582461,369.39278097124406,490.01499405279606,,,325.41172853159196,486.91773683873606,343.685546094546,534.9252236566662,,,,,,,,
labeled-data/5389_60minHabD3.00/img62479.png,,,466.1254508158699,295.90564027376615,432.54058673551657,226.5515307094593,447.8312565607181,210.4417178579077,438.5476355954172,253.58325057901197,481.9622159919715,244.84572496461112,,,,,425.44134717381587,260.13639478981264,,
