scorer,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000,DLC_mobnet_100_Shank3AutismMouseModelJul6shuffle1_520000
bodyparts,snout,snout,snout,tailbase,tailbase,tailbase,leftear,leftear,leftear,rightear,rightear,rightear,leftflank,leftflank,leftflank,rightflank,rightflank,rightflank,leftfrontpaw,leftfrontpaw,leftfrontpaw,rightfrontpaw,rightfrontpaw,rightfrontpaw,leftbackpaw,leftbackpaw,leftbackpaw,rightbackpaw,rightbackpaw,rightbackpaw
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,519.8930332660675,401.09763765335083,0.2264084815979004,372.1109628453851,488.5507278442383,0.9994373917579651,478.2167978286743,410.65121507644653,0.9887593984603882,501.48376417160034,435.3914102911949,0.9976834654808044,423.5953140258789,432.0803577899933,0.9990478754043579,477.8700581789017,485.14283442497253,0.9962880611419678,502.4084849357605,448.2132339477539,0.004493266344070435,508.95486855506897,449.7325072288513,0.25042134523391724,425.33337211608887,427.00296610593796,0.01614004373550415,386.99064207077026,482.3296412229538,0.02985936403274536
1,370.226375579834,492.1052588224411,0.019810855388641357,369.8364555835724,492.08639366179705,0.9988969564437866,473.4516878128052,420.2896567285061,0.9855632781982422,497.4994251728058,442.9916069507599,0.9958797693252563,412.6908349990845,435.2441121339798,0.9990933537483215,474.425714969635,490.6981989145279,0.994322657585144,481.420795917511,416.98474073410034,0.0015767216682434082,505.42914152145386,458.72252559661865,0.05356508493423462,410.88779640197754,432.2571053504944,0.0074288249015808105,476.1459521204233,504.3525810241699,0.0074329376220703125
2,369.2277774810791,496.7435746192932,0.013620853424072266,368.06052684783936,493.8010678291321,0.9990683197975159,464.53929567337036,422.18299436569214,0.9928076267242432,493.84035539627075,441.4211633205414,0.9882303476333618,410.4238568544388,438.9360001087189,0.9994333982467651,474.9614977836609,490.96515440940857,0.9936623573303223,466.69659423828125,417.6806321144104,0.0019508302211761475,503.0304079055786,456.5209469795227,0.1413547396659851,412.2408247590065,434.36399471759796,0.013813674449920654,475.5592439174652,506.3011546134949,0.018379271030426025
3,480.16448497772217,384.9034037590027,0.025824546813964844,378.51654291152954,496.51020336151123,0.9994477033615112,460.78944331407547,406.4954311847687,0.9602348804473877,493.0426502227783,422.8653564453125,0.9944448471069336,415.6141314506531,439.09669637680054,0.9995395541191101,483.55085721611977,485.9198377132416,0.9997034072875977,461.0695003271103,401.82746744155884,0.004741638898849487,501.26203095912933,440.6181297302246,0.1208239495754242,409.968759059906,437.4526641368866,0.043036848306655884,481.99074506759644,502.88755321502686,0.05155697464942932
4,478.0119307041168,365.12225103378296,0.052475184202194214,394.74342131614685,499.03559589385986,0.9996556043624878,463.10233759880066,386.61439323425293,0.9902521967887878,495.4381127357483,395.80625438690186,0.9938113689422607,420.40843990445137,433.5268294811249,0.9996718168258667,491.43709659576416,469.2894150018692,0.998090386390686,452.8980985879898,388.9873748421669,0.007127493619918823,502.5072638988495,421.61828804016113,0.02230021357536316,417.0910573005676,432.14376163482666,0.022491127252578735,491.4343510866165,485.96087646484375,0.05391782522201538
5,421.3956708908081,496.1441216468811,0.00461152195930481,417.0462086200714,495.0243227481842,0.9995169639587402,466.87671422958374,368.2492437362671,0.9943782687187195,497.37992310523987,376.8692808151245,0.9834402799606323,425.2075493335724,420.78099685907364,0.9986155033111572,501.0017685890198,446.5963513851166,0.9993302226066589,458.98112177848816,373.583801984787,0.007435262203216553,509.3800331354141,403.8760134279728,0.016514480113983154,419.0239119529724,424.8541603088379,0.052283018827438354,502.5644624233246,463.72085070610046,0.05298873782157898
6,443.78218364715576,492.4278017282486,0.003614962100982666,439.0831115245819,489.27889823913574,0.9990725517272949,469.8061852455139,348.7776454091072,0.9955548048019409,503.5281217098236,353.52605271339417,0.9968622922897339,438.4255268573761,412.0160356462002,0.9969011545181274,515.063558280468,429.85967886447906,0.9996141195297241,457.9445197582245,354.1301724910736,0.00402522087097168,512.0989017486572,376.7726788520813,0.01676201820373535,432.8165559768677,418.1859493255615,0.027766138315200806,520.9243750572205,448.69814252853394,0.03171783685684204
7,493.90078568458557,306.28417110443115,0.005849182605743408,451.032038629055,479.24647283554077,0.9986330270767212,476.1340138167143,330.70944821834564,0.9832437634468079,509.8094096183777,335.47660875320435,0.9984080195426941,447.3801085948944,398.48052406311035,0.9957956075668335,525.3533999919891,417.7170190811157,0.9974559545516968,466.3208442926407,325.84844052791595,0.0061775147914886475,518.0938975811005,352.62736415863037,0.02130359411239624,443.6674794256687,398.3537275791168,0.030429154634475708,532.8528928756714,433.61228132247925,0.017657309770584106
