scorer,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon
bodyparts,snout,snout,tailbase,tailbase,leftear,leftear,rightear,rightear,leftflank,leftflank,rightflank,rightflank,leftfrontpaw,leftfrontpaw,rightfrontpaw,rightfrontpaw,leftbackpaw,leftbackpaw,rightbackpaw,rightbackpaw
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/5111_60minOF+Sal.00/img37332.png,331.66844789356975,47.267467849223976,300.68175166297107,198.597844789357,282.66623059866953,73.2098181818182,,,240.87022172948997,125.81513968957876,312.9323059866961,133.74196895787145,,,,,238.70835920177376,161.84618181818183,,
labeled-data/5111_60minOF+Sal.00/img37612.png,648.8703700178464,62.95952542534209,507.04938726948234,155.4150923497918,591.5562855443188,67.97973720404522,602.4334110648423,100.61111376561573,550.5578893515764,104.79462358120168,573.5671933372992,159.18025118381917,,,649.2887209994051,115.6717491017252,,,573.1488423557405,178.8427473170732
labeled-data/5111_60minOF+Sal.00/img38091.png,,,527.8127827050998,382.9564922394679,499.3288580931264,241.19928603104222,,,483.4308536585366,306.7785543237251,553.6470399113082,298.82955210643024,,,,,,,,
labeled-data/5111_60minOF+Sal.00/img39940.png,,,501.01025498891346,380.00693569844793,562.8134700665187,256.42389800443465,,,518.1211197339245,308.86292239467855,574.7314301552105,341.63731263858097,,,,,,,,
labeled-data/5111_60minOF+Sal.00/img42218.png,,,275.1241574279379,186.83808869179603,210.76717294900226,99.83698004434592,239.96617516629715,78.3846518847007,227.45231707317078,157.04318847006655,287.04211751662973,102.81647006651889,,,,,,,,
labeled-data/5111_60minOF+Sal.00/img47210.png,551.0577827050996,121.42910864745011,469.5721951219511,303.6076008869179,512.0611086474499,159.26170288248335,546.401463414634,173.23066075388024,475.39259423503313,216.88365410199555,538.2529046563192,237.2550509977827,,,,,,,,
labeled-data/5111_60minOF+Sal.00/img51118.png,,,523.8487472283814,289.33010643015524,587.0333370288248,357.05737915742793,562.6680376940133,385.55239024390244,575.8831152993348,316.99917516629716,517.6541796008869,358.70926385809315,,,,,,,,
labeled-data/5111_60minOF+Sal.00/img52496.png,632.0314079822616,40.69784478935702,536.5768625277162,208.90737915742795,578.4837361419069,67.47168070953438,,,546.4715410199557,118.69119290465636,602.3473725055433,157.687866962306,,,639.5979268292683,78.53043902439026,,,,
labeled-data/5111_60minOF+Sal.00/img52586.png,,,509.01753880266074,215.4008381374723,547.1965853658536,102.06935254988915,,,524.2891574279379,133.41635920177384,588.9925942350333,160.74451884700667,,,,,,,,
labeled-data/5111_60minOF+Sal.00/img54192.png,,,449.0029600886917,266.64839911308206,512.644866962306,237.54086031042132,557.5395454545454,238.52755654101998,486.99076496674047,244.447733924612,541.9177383592016,292.9901951219513,,,,,,,,
labeled-data/5111_60minOF+Sal.00/img59538.png,,,237.49688470066513,233.33842128603106,219.7585254988913,105.28964079822617,,,191.48801552106426,158.50471840354768,273.52792682926827,160.16768957871398,,,,,,,,
labeled-data/5111_60minOF+Sal.00/img63457.png,,,243.68390243902437,450.0581552106431,158.4732594235033,340.1690199556542,191.99875831485585,329.9251175166298,151.9544124168514,405.8231219512196,224.1273614190687,380.6789977827052,,,,,,,,
labeled-data/5111_60minOF+Sal.00/img67600.png,,,323.9856541019956,172.32866518847004,,,348.43133037694014,227.20671396895784,419.27390243902437,162.84972949002213,354.91691796008865,170.83199113082037,,,,,,,,
labeled-data/5111_60minOF+Sal.00/img68552.png,,,181.83494456762753,160.3890864745011,269.4264079822616,84.03930820399114,264.74237250554324,120.10638137472284,210.8759645232816,77.01325498891356,239.91698447893572,143.52655875831488,,,,,,,243.6642128603104,159.92068292682927
labeled-data/5111_60minOF+Sal.00/img69103.png,,,442.68420177383587,161.97312195121955,,,564.9901884700664,119.9304390243903,487.4569290465631,104.64219068736148,525.6775498891352,163.06513968957876,,,,,,,,
labeled-data/5111_60minOF+Sal.00/img70326.png,,,526.9556319290466,154.01824390243905,,,565.5365631929046,266.5459600886918,601.5454323725055,191.95615964523282,537.2438802660754,214.46170288248337,,,,,,,,
labeled-data/5111_60minOF+Sal.00/img71390.png,,,413.7502974419989,464.4046969660916,271.1926531826294,476.06850422367637,290.63233194527066,439.7811038667459,339.87951814396195,512.3559045806068,339.87951814396195,438.4851252825698,,,,,,,,
labeled-data/5111_60minOF+Sal.00/img71454.png,,,278.8649113622843,417.1773274955383,,,144.7311279000595,472.7134202974419,241.21332302201068,476.4785791314693,191.79561332540152,408.2350752647234,,,,,,,,
labeled-data/5111_60minOF+Sal.00/img72371.png,607.884933481153,56.57788913525496,469.44258314855875,154.6931884700665,560.074512195122,69.05017294900222,582.5246230598669,99.39939689578713,508.5224057649667,79.85948558758312,553.0068847006652,140.557933481153,,,,,,,,
labeled-data/5111_60minOF+Sal.00/img72460.png,,,504.85548780487807,208.58509534368073,,,,,510.0689024390244,131.33176940133043,579.7390798226163,145.55017294900225,,,,,,,,
