scorer,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon,qsimeon
bodyparts,snout,snout,tailbase,tailbase,leftear,leftear,rightear,rightear,leftflank,leftflank,rightflank,rightflank,leftfrontpaw,leftfrontpaw,rightfrontpaw,rightfrontpaw,leftbackpaw,leftbackpaw,rightbackpaw,rightbackpaw
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/Ms4819_Day3.00/img35153.png,35.69489541939322,176.39026679833444,191.43157501487207,233.96896876145163,97.66054610350979,199.97011617370626,,,132.20776728138011,222.45322836882815,155.7876166567519,170.90658089708515,52.14595312314098,201.06685335395608,96.01544033313502,140.1979398500893,,,,
labeled-data/Ms4819_Day3.00/img36400.png,33.45102379327989,411.2734222752858,112.92245480129625,230.85179512195126,110.23760915913354,392.47950278014673,76.40855406788333,352.74378727613856,126.34668301210985,301.73172007504695,64.59523324236739,278.105078424015,,,30.766178151117145,348.4480342486782,,,,
labeled-data/Ms4819_Day3.00/img37793.png,754.6962111973392,232.50197117516623,617.2045062462819,269.8636469363474,,,702.6662923854847,275.3269574657941,662.4719363474121,237.08378375966683,676.9106856038071,290.5461796549672,750.5841241685142,219.60213747228377,756.9449889135253,258.6154412416851,677.222150776053,220.0261951219512,695.880687361419,312.04670509977825
labeled-data/Ms4819_Day3.00/img38435.png,,,517.8467977394407,319.6752898988697,429.7693123140986,321.2273160737656,427.82927959547874,282.03865515764426,477.4941171921474,345.283721784652,477.1061106484234,270.398458845925,,,,,,,,
labeled-data/Ms4819_Day3.00/img39017.png,,,507.9410325771788,360.3932960600376,445.6526136790038,299.025395667747,481.5528354084938,289.8202106089034,441.35686065154346,350.26759249530966,505.1794770595257,318.3562842913185,,,,,,,,
labeled-data/Ms4819_Day3.00/img39143.png,474.9649693842741,265.0950835408495,518.6895984137811,359.7769870032407,459.51340874978666,302.9020936039571,505.21057743476024,300.92955394849065,442.41806506907716,341.0378602763092,512.4432228381373,328.8738657342658,,,,,,,,
labeled-data/Ms4819_Day3.00/img41012.png,,,575.4034408579225,233.3920573085451,664.5642800187617,319.9433109329695,,,645.4273194183864,256.0084652908067,595.4102633037694,295.58717925976464,,,,,,,,
labeled-data/Ms4819_Day3.00/img43192.png,,,624.2870279595478,345.3614306246282,,,705.1489208804282,340.327227174301,675.2583378941106,313.2683836287924,686.5852956573467,354.4859243783462,,,762.4129851278999,331.51737113622846,,,,
labeled-data/Ms4819_Day3.00/img43350.png,,,150.6972357581443,226.62508098243225,,,,,,,74.19557278696912,256.0487975098073,148.24525938086305,278.11658490533864,,,,,,
labeled-data/Ms4819_Day3.00/img43895.png,,,249.32365964523277,353.25434629029513,331.9593730172266,389.05046176019107,293.49758937404056,388.6696520211496,330.0553243220194,338.0219567286373,271.7914342486781,349.0654391608392,,,,,,,,
labeled-data/Ms4819_Day3.00/img44725.png,634.3851191796007,211.27364523281594,480.54189685314674,308.37469205185056,580.0405003837625,226.8577638580931,594.8254334385126,257.2268155381204,537.2840723605661,234.05043399283642,563.2576034026947,283.999532150776,,,,,,,,
labeled-data/Ms4819_Day3.00/img44971.png,654.1563069247825,167.25385161180282,570.7909223093978,252.84825720620842,609.1300831485587,202.91818727613847,641.673789442265,220.7503551083063,592.6353279038035,200.68916629711748,625.6248383933139,250.17343203138324,,,,,,,,
labeled-data/Ms4819_Day3.00/img44978.png,710.1991772754313,230.12132192742422,577.2936377156453,275.4372436644855,643.664537477692,233.25646202260566,,,614.6568664485424,230.20807204045218,630.3887522308148,279.93206817370617,,,,,,,,
labeled-data/Ms4819_Day3.00/img45139.png,,,,,,,496.0385310421285,341.1821844277674,467.247670987549,268.74066558076083,472.51051637386996,341.4917635681393,,,,,,,,
